epoch,accuracy,loss,val_accuracy,val_loss
0,0.1752351075410843,1.9599995613098145,0.19548872113227844,1.8502558469772339
1,0.19529780745506287,1.8446733951568604,0.21804511547088623,1.8122419118881226
2,0.19623824954032898,1.828309416770935,0.18295739591121674,1.8222413063049316
3,0.1862068921327591,1.8271931409835815,0.22055137157440186,1.8088687658309937
4,0.20407523214817047,1.822281837463379,0.17669172585010529,1.819076657295227
5,0.1927899718284607,1.836361289024353,0.21052631735801697,1.8103801012039185
6,0.20658306777477264,1.8198715448379517,0.19298245012760162,1.8142366409301758
7,0.19435736536979675,1.820893406867981,0.18421052396297455,1.8120042085647583
8,0.18777430057525635,1.819833755493164,0.18421052396297455,1.8272384405136108
9,0.1937304139137268,1.8208861351013184,0.19924812018871307,1.8104071617126465
10,0.1993730366230011,1.8183462619781494,0.18421052396297455,1.8204336166381836
11,0.19655172526836395,1.8177602291107178,0.1791979968547821,1.8084487915039062
12,0.20971786975860596,1.8193285465240479,0.18546365201473236,1.8105324506759644
13,0.20000000298023224,1.815625786781311,0.20426064729690552,1.8070652484893799
