epoch,accuracy,loss,val_accuracy,val_loss
0,0.17774294316768646,1.993699312210083,0.19298245012760162,1.8331029415130615
1,0.19874608516693115,1.8397067785263062,0.22305764257907867,1.8240028619766235
2,0.1971786767244339,1.83292555809021,0.20426064729690552,1.8079338073730469
3,0.20188087224960327,1.8245521783828735,0.21052631735801697,1.7983688116073608
4,0.22382445633411407,1.7952486276626587,0.2744360864162445,1.7143592834472656
5,0.2344827651977539,1.779322624206543,0.24310776591300964,1.7690672874450684
6,0.2366771101951599,1.7600922584533691,0.24686716496944427,1.713329553604126
7,0.28683385252952576,1.6826629638671875,0.3220551311969757,1.5799410343170166
8,0.29592475295066833,1.610289454460144,0.2380952388048172,1.7095046043395996
9,0.2871473431587219,1.6455336809158325,0.25438597798347473,1.6857095956802368
10,0.29905956983566284,1.5749489068984985,0.35087719559669495,1.4393084049224854
11,0.31661441922187805,1.4655842781066895,0.2644110321998596,1.5759062767028809
12,0.35423198342323303,1.3604284524917603,0.28947368264198303,1.418503999710083
13,0.35203760862350464,1.3278107643127441,0.2844611406326294,1.5808380842208862
14,0.3510971665382385,1.3007619380950928,0.2832080125808716,1.4856151342391968
15,0.34733542799949646,1.3258769512176514,0.31578946113586426,1.5090234279632568
16,0.37523511052131653,1.2672910690307617,0.2969924807548523,1.5922106504440308
17,0.3514106571674347,1.272104263305664,0.3220551311969757,1.415364146232605
18,0.36959248781204224,1.2722814083099365,0.308270663022995,1.5125030279159546
19,0.3808777332305908,1.243230938911438,0.31453633308410645,1.3616178035736084
20,0.3821316659450531,1.2507725954055786,0.4022556245326996,1.2307239770889282
21,0.3802507817745209,1.2465236186981201,0.3208020031452179,1.4057958126068115
22,0.3686520457267761,1.2459474802017212,0.33959898352622986,1.4531859159469604
23,0.3746081590652466,1.2618918418884277,0.30451127886772156,1.438220500946045
24,0.383385568857193,1.2175167798995972,0.3308270573616028,1.76298987865448
25,0.3821316659450531,1.243186354637146,0.34210526943206787,1.3842697143554688
26,0.3896551728248596,1.2198500633239746,0.30451127886772156,1.5991177558898926
27,0.39905956387519836,1.2263261079788208,0.31704261898994446,1.4288934469223022
28,0.39498433470726013,1.2073736190795898,0.308270663022995,1.5442570447921753
29,0.3802507817745209,1.215133786201477,0.31328320503234863,1.636793851852417
30,0.3896551728248596,1.2114348411560059,0.36215537786483765,1.249230146408081
